Season,TeamID,ConfAbbrev
1998,3102,wac
1998,3103,mac
1998,3104,sec
1998,3106,swac
1998,3108,swac
1998,3110,caa
1998,3111,southern
1998,3112,pac_ten
1998,3113,pac_ten
1998,3116,sec
1998,3117,sun_belt
1998,3119,patriot
1998,3120,sec
1998,3122,ovc
1998,3123,mac
1998,3124,big_twelve
1998,3126,meac
1998,3129,big_west
1998,3130,big_east
1998,3131,aec
1998,3132,mac
1998,3133,mvc
1998,3135,ivy
1998,3137,patriot
1998,3138,mid_cont
1998,3139,mw_coll
1998,3140,wac
1998,3141,mac
1998,3142,big_west
1998,3143,pac_ten
1998,3144,a_sun
1998,3145,maac
1998,3148,nec
1998,3149,big_south
1998,3150,cusa
1998,3151,southern
1998,3152,mid_cont
1998,3153,cusa
1998,3155,acc
1998,3156,mw_coll
1998,3157,big_south
1998,3158,a_sun
1998,3159,patriot
1998,3160,big_twelve
1998,3161,wac
1998,3162,ivy
1998,3163,big_east
1998,3164,meac
1998,3165,ivy
1998,3166,mvc
1998,3168,big_west
1998,3169,big_sky
1998,3170,big_sky
1998,3171,ivy
1998,3172,southern
1998,3173,a_ten
1998,3174,aec
1998,3175,meac
1998,3177,cusa
1998,3178,mw_coll
1998,3179,mvc
1998,3180,aec
1998,3181,acc
1998,3182,a_ten
1998,3183,ovc
1998,3184,ovc
1998,3185,mac
1998,3186,big_sky
1998,3187,caa
1998,3190,southern
1998,3191,mvc
1998,3192,nec
1998,3193,maac
1998,3194,a_sun
1998,3196,sec
1998,3197,meac
1998,3198,a_sun
1998,3199,acc
1998,3200,a_ten
1998,3201,wac
1998,3202,southern
1998,3203,a_ten
1998,3204,southern
1998,3206,caa
1998,3207,big_east
1998,3208,sec
1998,3209,a_sun
1998,3210,acc
1998,3211,wcc
1998,3212,swac
1998,3214,meac
1998,3216,aec
1998,3217,ivy
1998,3218,wac
1998,3220,aec
1998,3221,patriot
1998,3222,cusa
1998,3224,meac
1998,3225,big_west
1998,3226,big_sky
1998,3227,mw_coll
1998,3228,big_ten
1998,3229,mvc
1998,3231,big_ten
1998,3232,mvc
1998,3233,maac
1998,3234,big_ten
1998,3235,big_twelve
1998,3238,swac
1998,3240,a_sun
1998,3241,caa
1998,3242,big_twelve
1998,3243,big_twelve
1998,3245,mac
1998,3246,sec
1998,3247,a_ten
1998,3248,patriot
1998,3249,sun_belt
1998,3250,patriot
1998,3251,big_south
1998,3253,big_west
1998,3254,nec
1998,3256,sun_belt
1998,3257,cusa
1998,3258,wcc
1998,3259,maac
1998,3260,mw_coll
1998,3261,sec
1998,3263,aec
1998,3264,maac
1998,3265,maac
1998,3266,cusa
1998,3267,mac
1998,3268,acc
1998,3269,a_ten
1998,3270,southland
1998,3271,meac
1998,3272,cusa
1998,3273,a_sun
1998,3274,big_east
1998,3275,mac
1998,3276,big_ten
1998,3277,big_ten
1998,3278,big_ten
1998,3279,sec
1998,3280,sec
1998,3281,big_twelve
1998,3282,mid_cont
1998,3283,mvc
1998,3284,nec
1998,3285,big_sky
1998,3286,big_sky
1998,3287,ovc
1998,3288,meac
1998,3290,swac
1998,3291,nec
1998,3292,ovc
1998,3293,ovc
1998,3296,mac
1998,3298,patriot
1998,3299,meac
1998,3301,acc
1998,3304,big_twelve
1998,3305,big_west
1998,3306,aec
1998,3307,wac
1998,3308,big_west
1998,3309,sun_belt
1998,3310,maac
1998,3311,southland
1998,3313,meac
1998,3314,acc
1998,3317,big_west
1998,3318,aec
1998,3319,big_sky
1998,3320,mvc
1998,3321,big_ten
1998,3322,southland
1998,3323,big_east
1998,3325,mac
1998,3326,big_ten
1998,3328,big_twelve
1998,3329,big_twelve
1998,3330,caa
1998,3331,mid_cont
1998,3332,pac_ten
1998,3333,pac_ten
1998,3334,big_west
1998,3335,ivy
1998,3336,big_ten
1998,3337,wcc
1998,3338,big_east
1998,3339,wcc
1998,3341,swac
1998,3343,ivy
1998,3344,big_east
1998,3345,big_ten
1998,3347,big_south
1998,3348,a_ten
1998,3349,wac
1998,3350,caa
1998,3351,maac
1998,3352,nec
1998,3353,big_east
1998,3354,meac
1998,3356,mvc
1998,3358,southland
1998,3359,a_sun
1998,3360,wcc
1998,3361,wac
1998,3362,wcc
1998,3363,wac
1998,3364,big_west
1998,3365,wcc
1998,3368,southland
1998,3369,ovc
1998,3371,big_east
1998,3372,southland
1998,3373,maac
1998,3374,wac
1998,3375,sun_belt
1998,3376,sec
1998,3378,cusa
1998,3379,cusa
1998,3380,swac
1998,3381,mid_cont
1998,3382,a_ten
1998,3383,nec
1998,3384,nec
1998,3385,big_east
1998,3386,a_ten
1998,3387,cusa
1998,3388,wcc
1998,3389,maac
1998,3390,pac_ten
1998,3391,a_sun
1998,3393,big_east
1998,3395,wac
1998,3396,a_ten
1998,3397,sec
1998,3398,ovc
1998,3399,ovc
1998,3400,big_twelve
1998,3401,big_twelve
1998,3402,southland
1998,3403,big_twelve
1998,3404,ovc
1998,3405,mac
1998,3406,aec
1998,3407,a_sun
1998,3408,cusa
1998,3409,wac
1998,3410,sun_belt
1998,3411,swac
1998,3412,cusa
1998,3414,big_west
1998,3416,a_sun
1998,3417,pac_ten
1998,3418,sun_belt
1998,3419,southland
1998,3420,big_south
1998,3421,big_south
1998,3422,southern
1998,3423,caa
1998,3424,wac
1998,3425,pac_ten
1998,3426,southland
1998,3427,southland
1998,3428,wac
1998,3431,wac
1998,3433,caa
1998,3434,mid_cont
1998,3435,sec
1998,3436,aec
1998,3437,big_east
1998,3438,acc
1998,3439,a_ten
1998,3441,southern
1998,3442,mid_cont
1998,3443,sun_belt
1998,3444,mac
1998,3447,nec
1998,3448,acc
1998,3449,pac_ten
1998,3450,pac_ten
1998,3451,big_sky
1998,3452,big_east
1998,3453,mw_coll
1998,3454,mw_coll
1998,3455,mvc
1998,3456,caa
1998,3457,big_south
1998,3458,big_ten
1998,3459,southern
1998,3460,mw_coll
1998,3461,wac
1998,3462,a_ten
1998,3463,ivy
1998,3464,mid_cont
1999,3102,wac
1999,3103,mac
1999,3104,sec
1999,3105,ind
1999,3106,swac
1999,3108,swac
1999,3110,caa
1999,3111,southern
1999,3112,pac_ten
1999,3113,pac_ten
1999,3115,swac
1999,3116,sec
1999,3117,sun_belt
1999,3119,patriot
1999,3120,sec
1999,3122,ovc
1999,3123,mac
1999,3124,big_twelve
1999,3125,ind
1999,3126,meac
1999,3129,big_west
1999,3130,big_east
1999,3131,aec
1999,3132,mac
1999,3133,mvc
1999,3135,ivy
